"Einheit";"Haus";"Wohnung";"Wohngebiet";"Geschoss";"Wohnfläche";"Raumanzahl";"Dusche";"Wanne";"Aufzug";"Balkon/Terasse";"Einstufung Mietkosten";"Geschlecht";"Einzug";"Wohndauer in Monaten";"Altereinstufung";"Personenanzahl";"Haustier";"Mahnverfahren"
50;3;22;"Hohenstücken ";"1. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"W";07/01/07;186;5;1;"nein";"nein"
50;3;22;"Hohenstücken ";"1. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"W";05/01/23;7;4;1;"nein";"nein"
16;1;2;"Hohenstücken ";"1. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"M";05/01/78;547;4;1;"nein";"ja"
88;1;5;"Hohenstücken ";"2. Obergeschoss";50.31;2;"ja";"nein";"nein";"ja";2;"M";07/01/19;53;4;1;"nein";"nein"
6;7;53;"Hohenstücken ";"2. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";08/01/13;102;2;2;"nein";"nein"
6;7;53;"Hohenstücken ";"2. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"M";10/01/23;2;5;1;"nein";"nein"
72;2;12;"Hohenstücken ";"3. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";04/01/21;32;2;1;"nein";"ja"
87;3;36;"Hohenstücken ";"3. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"M";01/01/23;11;2;3;"nein";"nein"
51;1;6;"Hohenstücken ";"4. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";11/01/14;109;3;1;"ja";"ja"
28;3;21;"Hohenstücken ";"Erdgeschoss";34.27;1;"nein";"ja";"nein";"ja";1;"W";05/01/04;199;4;1;"nein";"nein"
28;3;21;"Hohenstücken ";"Erdgeschoss";34.27;1;"nein";"ja";"nein";"ja";2;"W";08/01/21;15;2;1;"nein";"ja"
28;3;21;"Hohenstücken ";"Erdgeschoss";34.27;1;"nein";"ja";"nein";"ja";2;"W";02/01/23;10;3;2;"nein";"ja"
153;4;44;"Hohenstücken ";"Erdgeschoss";61.32;3;"ja";"nein";"nein";"ja";2;"W";05/01/78;527;4;1;"nein";"nein"
153;4;44;"Hohenstücken ";"Erdgeschoss";61.32;3;"ja";"nein";"nein";"ja";2;"W";02/01/23;10;3;3;"ja";"nein"
97;6;41;"Hohenstücken ";"1. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";05/01/02;259;4;2;"nein";"nein"
123;3;114;"Hohenstücken ";"1. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";05/01/78;547;4;1;"nein";"nein"
125;8;77;"Hohenstücken ";"2. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"W";05/01/01;246;5;1;"nein";"nein"
125;8;77;"Hohenstücken ";"2. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";11/01/23;1;2;2;"nein";"nein"
104;1;77;"Hohenstücken ";"2. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";12/01/19;35;2;2;"nein";"nein"
104;1;77;"Hohenstücken ";"2. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"M";12/01/22;12;3;2;"nein";"nein"
146;2;14;"Hohenstücken ";"3. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";12/01/23;0;2;1;"nein";"ja"
79;3;23;"Hohenstücken ";"3. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"M";01/01/16;95;5;1;"nein";"nein"
94;2;13;"Hohenstücken ";"4. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";10/01/17;48;2;3;"nein";"nein"
94;2;13;"Hohenstücken ";"4. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";06/01/23;6;2;1;"nein";"nein"
57;3;17;"Hohenstücken ";"4. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";07/01/18;65;3;2;"ja";"ja"
248;1;7;"Hohenstücken ";"Erdgeschoss";34.27;1;"ja";"nein";"nein";"ja";1;"M";07/01/19;53;4;1;"ja";"nein"
19;2;16;"Hohenstücken ";"Erdgeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";05/01/78;547;4;1;"nein";"nein"
245;1;22;"Hohenstücken ";"1. Obergeschoss";50.31;2;"ja";"nein";"nein";"ja";2;"W";06/01/08;178;5;1;"ja";"nein"
245;1;22;"Hohenstücken ";"1. Obergeschoss";50.31;2;"ja";"nein";"nein";"ja";2;"W";02/01/24;-1;4;1;"nein";"nein"
105;2;95;"Hohenstücken ";"1. Obergeschoss";61.32;3;"ja";"nein";"nein";"ja";2;"W";05/01/18;67;4;1;"nein";"nein"
28;1;4;"Hohenstücken ";"2. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";03/01/05;225;4;2;"nein";"nein"
203;1;3;"Hohenstücken ";"3. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"W";10/01/22;14;2;1;"nein";"ja"
28;3;24;"Hohenstücken ";"3. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"M";05/01/78;547;4;1;"nein";"nein"
103;2;151;"Hohenstücken ";"4. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";02/01/24;-1;2;2;"nein";"nein"
234;1;3;"Hohenstücken ";"4. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";02/01/24;-1;2;1;"ja";"nein"
92;2;24;"Hohenstücken ";"Erdgeschoss";34.27;1;"nein";"ja";"nein";"ja";1;"M";09/01/16;52;3;1;"nein";"nein"
92;2;24;"Hohenstücken ";"Erdgeschoss";34.27;1;"nein";"ja";"nein";"ja";2;"W";06/01/21;26;4;1;"nein";"nein"
92;2;24;"Hohenstücken ";"Erdgeschoss";34.27;1;"nein";"ja";"nein";"ja";2;"M";09/01/23;3;1;1;"nein";"nein"
245;1;5;"Hohenstücken ";"1. Obergeschoss";50.31;2;"ja";"nein";"nein";"ja";2;"M";01/01/91;395;5;1;"nein";"nein"
88;2;17;"Hohenstücken ";"1. Obergeschoss";61.32;3;"ja";"nein";"nein";"ja";2;"M";05/01/78;511;4;1;"nein";"nein"
88;2;17;"Hohenstücken ";"1. Obergeschoss";61.32;3;"ja";"nein";"nein";"ja";2;"M";10/01/21;26;2;2;"nein";"nein"
105;1;26;"Hohenstücken ";"2. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"W";05/01/78;547;4;1;"nein";"nein"
138;5;45;"Hohenstücken ";"2. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"M";05/01/78;547;4;1;"nein";"nein"
243;2;44;"Hohenstücken ";"3. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";01/01/24;0;2;1;"nein";"nein"
99;1;3;"Hohenstücken ";"3. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"M";06/01/07;198;4;2;"nein";"nein"
139;1;1;"Hohenstücken ";"4. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";04/01/07;162;4;1;"nein";"nein"
139;1;1;"Hohenstücken ";"4. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";12/01/23;0;2;1;"nein";"nein"
144;4;43;"Hohenstücken ";"Erdgeschoss";61.32;3;"nein";"nein";"nein";"ja";2;"W";12/01/17;72;2;2;"nein";"nein"
144;1;20;"Hohenstücken ";"Erdgeschoss";34.27;1;"nein";"ja";"nein";"ja";1;"W";06/01/00;282;4;1;"nein";"nein"
125;7;70;"Hohenstücken ";"Erdgeschoss";61.32;3;"ja";"nein";"nein";"ja";2;"W";03/01/18;69;4;1;"nein";"nein"
71;4;28;"Hohenstücken ";"1. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"W";02/01/03;250;5;1;"nein";"nein"
105;2;129;"Hohenstücken ";"1. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";05/01/02;259;3;2;"nein";"nein"
28;1;1;"Hohenstücken ";"2. Obergeschoss";50.31;2;"ja";"nein";"nein";"ja";2;"M";03/01/18;69;3;1;"nein";"nein"
146;3;26;"Hohenstücken ";"2. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";04/01/16;77;2;2;"nein";"nein"
146;3;26;"Hohenstücken ";"2. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"M";05/01/23;7;2;4;"nein";"nein"
103;2;148;"Hohenstücken ";"3. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";08/01/19;52;2;1;"nein";"nein"
82;2;15;"Hohenstücken ";"4. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"W";02/01/16;66;3;1;"nein";"ja"
82;2;15;"Hohenstücken ";"4. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";05/01/22;19;3;2;"nein";"nein"
207;3;32;"Hohenstücken ";"Erdgeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";08/01/22;16;5;1;"nein";"nein"
142;1;1;"Hohenstücken ";"Erdgeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";09/01/06;207;4;3;"nein";"ja"
177;2;14;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";05/01/80;523;5;1;"nein";"nein"
170;3;22;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";10/01/22;14;4;3;"nein";"nein"
125;5;43;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";05/01/80;523;5;1;"nein";"nein"
102;4;30;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";07/01/16;89;2;2;"nein";"ja"
236;4;44;"Hohenstücken ";"3. Obergeschoss";60.78;2;"nein";"ja";"nein";"ja";2;"M";12/01/23;0;2;1;"nein";"nein"
55;5;35;"Hohenstücken ";"3. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";10/01/23;2;2;4;"nein";"nein"
66;5;40;"Hohenstücken ";"4. Obergeschoss";61;2;"nein";"ja";"nein";"ja";2;"W";12/01/23;0;2;1;"nein";"nein"
12;1;7;"Hohenstücken ";"Erdgeschoss";61.13;3;"ja";"nein";"nein";"ja";2;"W";12/01/20;36;4;1;"ja";"nein"
26;1;8;"Hohenstücken ";"Erdgeschoss";61.13;3;"ja";"nein";"nein";"ja";2;"M";10/01/12;134;5;1;"nein";"nein"
114;6;44;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";12/01/06;204;"\N";2;"nein";"nein"
40;1;1;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";07/01/11;149;4;1;"nein";"nein"
162;2;16;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";06/01/07;198;5;2;"nein";"nein"
93;4;27;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";04/01/16;47;3;4;"nein";"nein"
93;4;27;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";10/01/23;2;2;2;"nein";"nein"
66;1;2;"Hohenstücken ";"3. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";09/01/22;15;2;1;"nein";"nein"
19;1;5;"Hohenstücken ";"3. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";12/01/23;0;2;1;"nein";"nein"
177;3;26;"Hohenstücken ";"4. Obergeschoss";61.11;2;"nein";"ja";"nein";"ja";2;"W";05/01/96;303;4;1;"nein";"nein"
177;3;26;"Hohenstücken ";"4. Obergeschoss";61.11;2;"nein";"ja";"nein";"ja";2;"W";02/01/24;-1;2;1;"nein";"nein"
133;1;3;"Hohenstücken ";"4. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";02/01/24;-1;2;3;"nein";"nein"
15;2;13;"Hohenstücken ";"Erdgeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";04/01/04;236;4;2;"nein";"nein"
210;3;30;"Hohenstücken ";"Erdgeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";08/01/22;16;4;2;"nein";"nein"
104;2;111;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";08/01/22;16;3;2;"nein";"nein"
148;1;7;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";11/01/89;409;4;2;"nein";"nein"
116;3;21;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";08/01/97;316;4;1;"nein";"ja"
103;1;62;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";1;"M";11/01/03;241;4;1;"nein";"ja"
169;6;54;"Hohenstücken ";"4. Obergeschoss";61.05;2;"nein";"ja";"nein";"ja";2;"M";03/01/24;-2;1;2;"nein";"nein"
103;1;11;"Hohenstücken ";"4. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";03/01/24;-2;2;2;"nein";"nein"
20;1;6;"Hohenstücken ";"Erdgeschoss";61.13;2;"nein";"ja";"nein";"ja";2;"W";09/01/22;15;4;2;"nein";"nein"
105;2;109;"Hohenstücken ";"Erdgeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";09/01/06;207;4;3;"nein";"nein"
105;2;134;"Hohenstücken ";"1. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"W";04/01/15;104;5;2;"nein";"nein"
119;6;43;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";06/01/15;76;"\N";1;"nein";"nein"
119;6;43;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";07/01/22;17;3;3;"ja";"nein"
169;2;12;"Hohenstücken ";"2. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"W";02/01/04;238;4;1;"nein";"nein"
65;4;26;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";10/01/81;506;4;1;"nein";"nein"
22;2;11;"Hohenstücken ";"3. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";01/01/24;0;2;2;"ja";"nein"
2;1;3;"Hohenstücken ";"4. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"W";03/01/19;;2;1;"nein";"nein"
138;4;31;"Hohenstücken ";"Erdgeschoss";61.13;3;"ja";"ja";"nein";"ja";2;"M";08/01/78;544;4;1;"nein";"nein"
167;1;108;"Hohenstücken ";"1. Obergeschoss";61.13;3;"ja";"nein";"nein";"ja";2;"W";12/01/15;96;4;1;"nein";"nein"
29;4;26;"Hohenstücken ";"1. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"W";09/01/05;219;4;1;"nein";"nein"
62;4;32;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";08/01/78;540;"\N";1;"nein";"nein"
62;4;32;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";09/01/23;3;4;1;"nein";"nein"
84;2;14;"Hohenstücken ";"2. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"W";03/01/99;297;4;3;"nein";"ja"
122;1;6;"Hohenstücken ";"3. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"M";04/01/19;42;2;1;"nein";"ja"
122;1;6;"Hohenstücken ";"3. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";3;"M";02/01/23;10;3;4;"nein";"nein"
204;3;21;"Hohenstücken ";"4. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"M";12/01/16;84;3;6;"nein";"ja"
134;2;17;"Hohenstücken ";"Erdgeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";08/01/82;496;4;1;"nein";"nein"
207;1;1;"Hohenstücken ";"Erdgeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";08/01/87;436;4;1;"nein";"nein"
99;3;24;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";05/01/92;368;4;1;"nein";"nein"
99;3;24;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";10/01/23;2;4;1;"nein";"nein"
14;1;3;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";11/01/05;184;5;2;"nein";"nein"
145;1;3;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";08/01/78;515;4;1;"nein";"nein"
122;5;42;"Hohenstücken ";"3. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";04/01/17;80;4;1;"nein";"nein"
235;2;18;"Hohenstücken ";"4. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";01/01/94;359;4;1;"nein";"nein"
96;6;43;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";01/01/09;176;4;1;"nein";"nein"
246;1;24;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";11/01/78;533;5;1;"nein";"nein"
12;2;10;"Hohenstücken ";"Erdgeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";12/01/16;84;4;2;"nein";"ja"
103;2;119;"Hohenstücken ";"Erdgeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";08/01/78;544;4;1;"nein";"nein"
54;2;15;"Hohenstücken ";"1. Obergeschoss";77.36;4;"nein";"ja";"nein";"ja";2;"M";03/01/19;57;3;4;"nein";"nein"
119;2;15;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";08/01/78;498;4;2;"nein";"nein"
119;2;15;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";06/01/21;30;3;1;"nein";"nein"
92;3;36;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";11/01/18;61;2;2;"nein";"nein"
104;1;74;"Hohenstücken ";"3. Obergeschoss";77.36;4;"nein";"ja";"nein";"ja";2;"W";03/01/96;297;4;1;"nein";"nein"
104;1;74;"Hohenstücken ";"3. Obergeschoss";77.36;4;"nein";"ja";"nein";"ja";2;"M";10/01/21;26;2;5;"nein";"nein"
20;1;1;"Hohenstücken ";"3. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";03/01/15;105;3;1;"nein";"nein"
84;3;22;"Hohenstücken ";"4. Obergeschoss";77.36;4;"nein";"ja";"nein";"ja";2;"W";05/01/16;91;2;1;"nein";"nein"
125;3;27;"Hohenstücken ";"4. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";10/01/16;86;3;2;"nein";"ja"
179;3;29;"Hohenstücken ";"Erdgeschoss";77.36;4;"nein";"ja";"nein";"ja";2;"W";10/01/18;62;3;4;"nein";"nein"
107;5;37;"Hohenstücken ";"Erdgeschoss";28.62;1;"nein";"ja";"nein";"ja";1;"M";12/01/07;192;4;2;"nein";"nein"
48;3;20;"Hohenstücken ";"Erdgeschoss";33.72;1;"nein";"ja";"nein";"ja";1;"M";06/01/13;126;4;1;"nein";"nein"
169;1;4;"Hohenstücken ";"Erdgeschoss";28.62;1;"nein";"ja";"nein";"ja";1;"W";01/01/05;227;4;1;"nein";"nein"
150;3;25;"Hohenstücken ";"1. Obergeschoss";77.36;4;"nein";"ja";"nein";"ja";2;"M";03/01/89;417;4;1;"nein";"nein"
188;2;19;"Hohenstücken ";"1. Obergeschoss";28.62;1;"nein";"ja";"nein";"ja";1;"M";05/01/01;248;5;1;"nein";"nein"
188;2;19;"Hohenstücken ";"1. Obergeschoss";28.62;1;"nein";"ja";"nein";"ja";2;"W";03/01/23;9;3;1;"nein";"nein"
128;4;38;"Hohenstücken ";"1. Obergeschoss";33.72;1;"nein";"ja";"nein";"ja";2;"M";07/01/21;12;1;1;"nein";"nein"
128;4;38;"Hohenstücken ";"1. Obergeschoss";33.72;1;"nein";"ja";"nein";"ja";2;"M";09/01/22;15;2;2;"nein";"nein"
137;2;11;"Hohenstücken ";"1. Obergeschoss";28.62;1;"ja";"nein";"nein";"ja";1;"M";02/01/20;22;3;1;"nein";"nein"
137;2;11;"Hohenstücken ";"1. Obergeschoss";28.62;1;"ja";"nein";"nein";"ja";1;"M";03/01/22;19;2;1;"nein";"nein"
137;2;11;"Hohenstücken ";"1. Obergeschoss";28.62;1;"ja";"nein";"nein";"ja";2;"W";12/01/23;0;1;1;"nein";"nein"
96;3;17;"Hohenstücken ";"2. Obergeschoss";77.36;4;"nein";"ja";"nein";"ja";2;"M";04/01/03;221;4;1;"nein";"nein"
96;3;17;"Hohenstücken ";"2. Obergeschoss";77.36;4;"nein";"ja";"nein";"ja";3;"W";01/01/23;11;2;4;"ja";"nein"
120;2;14;"Hohenstücken ";"2. Obergeschoss";28.62;1;"nein";"ja";"nein";"ja";1;"M";10/01/18;58;2;1;"nein";"nein"
120;2;14;"Hohenstücken ";"2. Obergeschoss";28.62;1;"nein";"ja";"nein";"ja";2;"M";11/01/23;1;1;1;"nein";"nein"
141;5;43;"Hohenstücken ";"2. Obergeschoss";33.72;1;"ja";"nein";"nein";"ja";1;"M";03/01/16;61;2;1;"nein";"nein"
141;5;43;"Hohenstücken ";"2. Obergeschoss";33.72;1;"ja";"nein";"nein";"ja";2;"M";02/01/22;7;2;3;"nein";"nein"
141;5;43;"Hohenstücken ";"2. Obergeschoss";33.72;1;"ja";"nein";"nein";"ja";2;"M";05/01/23;7;2;1;"nein";"nein"
132;1;9;"Hohenstücken ";"2. Obergeschoss";28.62;1;"ja";"nein";"nein";"ja";1;"M";07/01/19;46;3;1;"nein";"nein"
132;1;9;"Hohenstücken ";"2. Obergeschoss";28.62;1;"ja";"nein";"nein";"ja";2;"M";09/01/23;3;3;1;"nein";"nein"
3;1;4;"Hohenstücken ";"3. Obergeschoss";77.36;4;"nein";"ja";"nein";"ja";2;"M";08/01/78;544;5;1;"nein";"nein"
89;3;30;"Hohenstücken ";"3. Obergeschoss";28.62;1;"nein";"ja";"nein";"ja";1;"M";03/01/20;30;2;1;"nein";"ja"
89;3;30;"Hohenstücken ";"3. Obergeschoss";28.62;1;"nein";"ja";"nein";"ja";2;"M";12/01/22;12;2;1;"nein";"nein"
63;1;7;"Hohenstücken ";"3. Obergeschoss";33.72;1;"ja";"nein";"nein";"ja";1;"M";01/01/17;83;2;1;"nein";"nein"
61;1;12;"Hohenstücken ";"4. Obergeschoss";77.36;4;"nein";"ja";"nein";"ja";2;"W";02/01/17;82;2;3;"nein";"nein"
163;6;58;"Hohenstücken ";"4. Obergeschoss";28.62;1;"ja";"nein";"nein";"ja";1;"M";11/01/19;15;2;2;"nein";"nein"
163;6;58;"Hohenstücken ";"4. Obergeschoss";28.62;1;"ja";"nein";"nein";"ja";1;"M";05/01/21;31;5;1;"nein";"nein"
248;1;20;"Hohenstücken ";"4. Obergeschoss";33.72;1;"ja";"nein";"nein";"ja";2;"W";10/01/19;37;3;1;"nein";"nein"
248;1;20;"Hohenstücken ";"4. Obergeschoss";33.72;1;"ja";"nein";"nein";"ja";2;"M";12/01/22;12;2;1;"nein";"nein"
131;1;9;"Hohenstücken ";"4. Obergeschoss";28.62;1;"nein";"ja";"nein";"ja";1;"M";01/01/17;83;3;1;"nein";"nein"
83;2;13;"Hohenstücken ";"Erdgeschoss";65.83;3;"ja";"nein";"nein";"ja";2;"W";10/01/14;110;4;2;"nein";"nein"
119;4;29;"Hohenstücken ";"Erdgeschoss";66.23;3;"nein";"ja";"nein";"ja";2;"M";10/01/06;206;5;2;"nein";"nein"
109;1;3;"Hohenstücken ";"1. Obergeschoss";65.83;3;"ja";"nein";"nein";"ja";3;"W";08/01/12;136;5;1;"nein";"nein"
245;1;24;"Hohenstücken ";"1. Obergeschoss";76.19;4;"nein";"ja";"nein";"ja";3;"M";07/01/12;137;2;1;"nein";"nein"
157;2;20;"Hohenstücken ";"2. Obergeschoss";65.83;3;"nein";"ja";"nein";"ja";2;"M";05/01/13;118;2;4;"ja";"ja"
157;2;20;"Hohenstücken ";"2. Obergeschoss";65.83;3;"nein";"ja";"nein";"ja";3;"W";02/01/24;-1;3;6;"ja";"nein"
170;4;34;"Hohenstücken ";"2. Obergeschoss";76.19;4;"nein";"ja";"nein";"ja";3;"W";02/01/16;62;2;4;"nein";"nein"
170;4;34;"Hohenstücken ";"2. Obergeschoss";76.19;4;"nein";"ja";"nein";"ja";3;"W";07/01/21;29;3;5;"nein";"nein"
138;3;22;"Hohenstücken ";"3. Obergeschoss";65.83;3;"nein";"ja";"nein";"ja";3;"W";07/01/23;5;2;2;"nein";"nein"
96;6;46;"Hohenstücken ";"3. Obergeschoss";76.19;4;"nein";"ja";"nein";"ja";3;"W";04/01/18;68;3;3;"nein";"ja"
237;1;8;"Hohenstücken ";"4. Obergeschoss";65.83;3;"nein";"ja";"nein";"ja";2;"W";04/01/13;128;3;1;"nein";"nein"
8;1;6;"Hohenstücken ";"4. Obergeschoss";76.19;4;"nein";"ja";"nein";"ja";3;"M";09/01/91;387;4;1;"nein";"ja"
103;2;93;"Hohenstücken ";"Erdgeschoss";65.83;3;"nein";"ja";"nein";"ja";2;"W";06/01/16;90;4;1;"nein";"nein"
108;4;26;"Hohenstücken ";"Erdgeschoss";66.23;3;"ja";"nein";"nein";"ja";3;"W";03/01/24;-2;4;1;"nein";"nein"
145;5;51;"Hohenstücken ";"1. Obergeschoss";65.83;3;"nein";"ja";"nein";"ja";2;"M";11/01/04;229;5;2;"ja";"nein"
138;3;23;"Hohenstücken ";"1. Obergeschoss";76.19;4;"ja";"nein";"nein";"ja";3;"W";12/01/04;228;3;4;"nein";"nein"
124;5;46;"Hohenstücken ";"2. Obergeschoss";65.83;3;"ja";"nein";"nein";"ja";2;"M";05/01/05;223;4;2;"nein";"nein"
179;3;26;"Hohenstücken ";"2. Obergeschoss";76.19;4;"nein";"ja";"nein";"ja";3;"M";06/01/19;54;3;4;"nein";"nein"
202;3;23;"Hohenstücken ";"3. Obergeschoss";65.83;3;"ja";"nein";"nein";"ja";2;"W";06/01/05;222;4;3;"nein";"nein"
131;5;47;"Hohenstücken ";"3. Obergeschoss";76.19;4;"nein";"ja";"nein";"ja";3;"W";07/01/03;245;4;4;"nein";"nein"
64;3;18;"Hohenstücken ";"4. Obergeschoss";65.83;3;"nein";"ja";"nein";"ja";3;"M";07/01/19;53;3;1;"nein";"nein"
82;5;35;"Hohenstücken ";"4. Obergeschoss";76.19;4;"nein";"ja";"nein";"ja";3;"M";09/01/19;51;2;1;"nein";"nein"
68;1;6;"Hohenstücken ";"Erdgeschoss";65.83;3;"ja";"nein";"nein";"ja";2;"M";03/01/17;81;4;2;"nein";"nein"
6;8;59;"Hohenstücken ";"Erdgeschoss";66.23;3;"nein";"ja";"nein";"ja";2;"W";06/01/08;186;4;3;"ja";"nein"
161;1;3;"Hohenstücken ";"1. Obergeschoss";65.83;3;"nein";"ja";"nein";"ja";2;"W";01/01/98;311;4;1;"nein";"nein"
135;4;32;"Hohenstücken ";"1. Obergeschoss";76.19;4;"nein";"ja";"nein";"ja";3;"M";04/01/87;440;4;1;"nein";"nein"
63;2;13;"Hohenstücken ";"2. Obergeschoss";65.83;3;"nein";"ja";"nein";"ja";2;"M";04/01/98;308;5;1;"nein";"nein"
